Site ID,Program Code,Program Name,Address 1,Address 2,Zipcode,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Total.ECERS,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
XASB,09XASB,New Covenant Christian School,1181 Boston Road,"Bronx, NY 10456",10456,NYCEEC,14,8:30 AM,Full day,Yes,Yes,Breakfast / Lunch,Please contact site for more information,,,100%,98%,98%,100%,11,79,2016-17 School Year,6.7,4,6.8,4,4,3,2017-18 School Year,5.4,4,6,4,6.6,4,5.6,4,3.2,3,5.4,4,5.8,4,65,,
XASE,09XASE,Fort George Universal Pre-K,489 Saint Pauls Place,"Bronx, NY 10456",10456,NYCEEC,13,8:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,,91%,90%,91%,91%,11,92,2015-16 School Year,6.6,4,6.2,4,2.9,2,2017-18 School Year,3.7,3,4.8,3,4.4,3,4.6,3,2.5,3,2.8,1,3.5,3,45.3,,
XATC,09XATC,United Bronx Parents,1332 Fulton Avenue,"Bronx, NY 10456",10456,NYCEEC,12,8:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,,,,,,,2017-18 School Year,6.3,4,6.2,4,2.2,2,2016-17 School Year,3.7,3,5,4,4,3,4.3,3,2.3,3,2.9,1,3.8,3,46,,
XAUH,09XAUH,LA PENINSULA 175 Street,499 EAST 175 STREET,"Bronx, NY 10457",10457,NYCEEC,8,8:30 AM,Full day,Contact Program,Contact Program,N/A,Please contact site for more information,,,,,,,,,N/A,,,,,,,2017-18 School Year,4.1,3,6.5,4,5.6,4,3.6,3,3.3,3,3.9,3,2.3,1,50.3,,
XAUZ,09XAUZ,BronxWorks,1472 Montgomery Avenue,"Bronx, NY 10453",10453,NYCEEC,25,8:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (offsite) playspace,,,89%,89%,98%,98%,19,95,2017-18 School Year,6.8,4,6.8,4,1.7,1,2016-17 School Year,4.6,3,6.3,4,6.4,4,4.4,3,3,3,4.5,3,4,3,56.2,,
XAWX,09XAWX,Fabiana Day Care Academy Universal Pre-K,937 Teller Avenue,"Bronx, NY 10451",10451,NYCEEC,24,8:30 AM,Full day,Contact Program,Contact Program,N/A,Outdoor (offsite) playspace,,,100%,99%,92%,97%,20,87,2016-17 School Year,6.3,4,6.1,4,2.1,2,2017-18 School Year,3.4,3,4,3,4.4,3,3.5,3,2.7,3,3.3,2,2.7,1,42,,
XAYV,09XAYV,Promesa Head Start,1650 Undercliff Avenue,"Bronx, NY 10453",10453,NYCEEC,20,8:30 AM,Full day,No,No,Please contact program directly for details,Please contact site for more information,,,100%,100%,96%,100%,17,100,2017-18 School Year,6.8,4,6.2,4,1.7,1,2015-16 School Year,4.5,3,4.8,3,6.6,4,4.5,3,4.5,4,3.9,3,2.7,1,52.5,,
XAZC,09XAZC,Jesus Loves the Little Angels 2,1500 Morris Avenue,"Bronx, NY 10457",10457,NYCEEC,12,8:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (offsite) playspace,,,100%,100%,99%,100%,11,92,2017-18 School Year,6.6,4,6.5,4,2.4,2,2017-18 School Year,4.2,3,6.3,4,4.8,3,4.8,3,3.2,3,3.4,3,2.7,1,49.4,,
XBAT,09XBAT,Tender Tots Washington Ave. LLC,924 TELLER AVENUE,"Bronx, NY 10451",10451,NYCEEC,18,N/A,Full day,No,No,Contact program directly for details,Please contact site for more information,,,,,,,,,N/A,,,,,,,2017-18 School Year,4,3,5.3,4,5,4,5,4,2.7,3,3.3,2,2.3,1,48.6,,
XAAH,10XAAH,AMALGAMATED NURSERY SCHOOL,3980 Orloff Avenue,"Bronx, NY 10463",10463,NYCEEC,34,9:00 AM,Full day,Yes,Yes,Please contact program directly for details,Please contact site for more information,,,98%,96%,97%,98%,21,68,2017-18 School Year,7,4,6.9,4,1.8,1,2015-16 School Year,5.4,4,6,4,6.2,4,6.8,4,3.3,3,4.4,3,6.3,4,64.4,,
XACM,10XACM,Our Lady of Mount Carmel,2465 Bathgate Avenue,"Bronx, NY 10458",10458,NYCEEC,93,8:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,97%,96%,99%,15,17,2017-18 School Year,6.9,4,6.7,4,3.2,2,2016-17 School Year,4.8,3,6.3,4,6.2,4,4.9,3,2.8,3,4.5,3,5,4,58.5,,
XACY,10XACY,Saint Ann - Our Lady of Mount Carmel Annex,260 East 207 Street,"Bronx, NY 10467",10467,NYCEEC,19,8:30 AM,Full day,Yes,Yes,Breakfast / Lunch,Please contact site for more information,,,100%,100%,95%,100%,9,60,2015-16 School Year,6.3,4,6.1,4,3.2,2,2016-17 School Year,4.1,3,5.8,4,5.4,4,4.8,3,2.5,3,3.5,3,1.7,1,48.8,,
XADH,10XADH,Saint Brendan School,268 East 207th Street,"Bronx, NY 10467",10467,NYCEEC,94,8:15 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,97%,93%,92%,97%,31,34,2017-18 School Year,6.9,4,6.6,4,1.9,1,2016-17 School Year,3.9,3,6,4,5.2,4,4.3,3,2,2,3.8,3,1.7,1,46.9,,
XADP,10XADP,St. Gabriel School,590 WEST 235 STREET,"Bronx, NY 10463",10463,NYCEEC,37,8:10 AM,Full day,No,No,Breakfast / Lunch,Please contact site for more information,,,92%,81%,93%,92%,12,36,2017-18 School Year,7,4,7,4,2.7,2,2016-17 School Year,4.1,3,6.3,4,5.8,4,4.3,3,2.3,3,3.6,3,2.5,1,49.9,,
XADV,10XADV,Saint John School,3143 Kingsbridge Avenue,"Bronx, NY 10463",10463,NYCEEC,53,7:50 AM,Full day,Yes,Yes,Breakfast / Lunch,Please contact site for more information,,,100%,93%,90%,96%,15,31,2017-18 School Year,7,4,6.8,4,3.5,3,2017-18 School Year,4.4,3,4.8,3,5.2,4,5.3,4,3.7,3,4.1,3,2.5,1,51,,
XAEB,10XAEB,Saint Margaret of Cortona,452 West 260 Street,"Bronx, NY 10471",10471,NYCEEC,42,8:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,100%,98%,96%,100%,14,37,2015-16 School Year,6.5,4,6.7,4,3.6,3,2017-18 School Year,4.9,3,5.3,4,6.2,4,5,4,4.5,4,4,3,5,4,60.9,,
XAEH,10XAEH,St. Philip Neri School,3031 Grand Concourse,"Bronx, NY 10468",10468,NYCEEC,,8:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,,,,,,,N/A,,,,,,,2015-16 School Year,3,2,3.8,3,2.8,1,3.8,3,1.7,2,3.1,2,1.7,1,33.9,,
XAEN,10XAEN,St. Simon Stock,2195 Valentine Avenue,"Bronx, NY 10457",10457,NYCEEC,67,8:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,97%,93%,94%,94%,45,75,2016-17 School Year,6.9,4,6.8,4,3.5,3,2015-16 School Year,5.3,4,7,4,6.2,4,5.9,4,3.7,3,5,4,3.8,3,62.9,,
XAHH,10XAHH,Trabajamos Community Head Start,1997 Bathgate Avenue,"Bronx, NY 10457",10457,NYCEEC,39,9:30 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,94%,95%,94%,90%,33,94,2017-18 School Year,5.9,3,6.1,4,1.8,1,2016-17 School Year,3.6,3,5,4,5.4,4,4,3,2.2,2,3.3,2,1.7,1,44.2,,
XAHM,10XAHM,Northeast Bronx Day Care Center (Susan Wagner),5401 Post Road,"Bronx, NY 10471",10471,NYCEEC,67,8:00 AM,Both half day and full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,94%,88%,87%,91%,17,29,2017-18 School Year,6.9,4,6.8,4,1.5,1,2016-17 School Year,4.4,3,6.3,4,6.2,4,4.7,3,2.7,3,4.3,3,2.3,1,51.9,,
XAID,10XAID,LSSMNY: Early LIFE Children's Center 1,80 East 181 Street,"Bronx, NY 10453",10453,NYCEEC,83,8:30 a.m,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,90%,92%,95%,100%,6,8,2017-18 School Year,7,4,6.7,4,1.8,1,2016-17 School Year,4.4,3,5.5,4,7,4,4.4,3,2.7,3,4.3,3,2.5,1,51.8,,
XAIF,10XAIF,Be Above 52,1810 Davidson Avenue,"Bronx, NY 10453",10453,NYCEEC,51,9:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,98%,98%,100%,39,85,2015-16 School Year,6.1,4,6.1,4,3.3,3,2016-17 School Year,3.9,3,4.5,3,5,4,4.3,3,3.5,3,2.9,1,3.8,3,47.9,,
XAJB,10XAJB,"Concourse House, HDFC",2348 Webster Avenue,"Bronx, NY 10458",10458,NYCEEC,62,8:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,96%,98%,100%,12,20,2017-18 School Year,6.9,4,6.8,4,2.9,2,2016-17 School Year,4.5,3,5.3,4,5.4,4,5.1,4,3.3,3,4.1,3,3.3,2,54,,
XAKZ,10XAKZ,Harry H. Gordon School (NYL),2465 Bathgate Avenue,"Bronx, NY 10458",10458,NYCEEC,8,8:15 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,6.1,4,6.2,4,2.4,2,2017-18 School Year,4.2,3,6,4,5.4,4,4.1,3,3.2,3,3.5,3,4.3,3,53.7,,
XALJ,10XALJ,"Saint Jemuel Group Family Day Care, Inc.",2836 Webb Avenue,"Bronx, NY 10468",10468,NYCEEC,31,8:30 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,100%,100%,98%,99%,19,79,2015-16 School Year,5.8,3,5.8,3,2.4,2,2016-17 School Year,4.2,3,5.5,4,6.6,4,4.2,3,2.7,3,3.9,3,2.8,1,50.9,,
XALT,10XALT,Riverdale Nursery School And Family Center,3816 Waldo Avenue,"Bronx, NY 10463",10463,NYCEEC,20,8:50 AM,Full day,Yes,Yes,Lunch / Snack(s),Please contact site for more information,,,94%,91%,93%,91%,18,90,N/A,,,,,,,2017-18 School Year,4.5,3,6,4,6,4,4,3,3.7,3,4.3,3,4.3,3,55.8,,
XALV,10XALV,Kingsbridge Heights Community Center,295 West 231 Street,"Bronx, NY 10463",10463,NYCEEC,64,8:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,96%,94%,94%,95%,55,95,2017-18 School Year,6.8,4,6.7,4,2.1,2,2016-17 School Year,3.8,3,6.3,4,5.4,4,3.8,3,2.8,3,2.9,1,2.8,1,46.8,,
XAMB,10XAMB,Trabajamos Community Head Start,2167 University Avenue,"Bronx, NY 10453",10453,NYCEEC,18,N/A,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,83%,73%,84%,83%,6,38,2017-18 School Year,7,4,6.9,4,2.7,2,2016-17 School Year,3.9,3,4.5,3,3.8,3,4.8,3,3.2,3,3.8,3,2.5,1,45.5,,
XAMQ,10XAMQ,Mosholu Montefiore - Van Cortlandt,3880 Sedgwick Avenue,"Bronx, NY 10463",10463,NYCEEC,65,8:30 AM,Both half day and full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,100%,97%,95%,98%,28,51,2017-18 School Year,6.9,4,6.8,4,2.1,2,2016-17 School Year,3.6,3,4.8,3,4.4,3,3.7,3,2.6,3,2.9,1,4.3,3,45.3,,
XAOL,10XAOL,St. Nicholas of Tolentine Head Start,2331 University Avenue,"Bronx, NY 10468",10468,NYCEEC,18,8:30 AM,Half day,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,,,,,,,,2015-16 School Year,6,4,5.6,3,3.1,2,2017-18 School Year,4,3,4.5,3,4.6,3,4.5,3,2.6,3,3.6,3,3.8,3,48.6,,
XAOM,10XAOM,Belmont Community Day Care Center,2340 Cambreleng Avenue,"Bronx, NY 10458",10458,NYCEEC,92,8:15 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,97%,97%,95%,97%,52,63,2016-17 School Year,6.6,4,6.3,4,3.3,3,2015-16 School Year,4.1,3,5.8,4,5.8,4,4.3,3,3.3,3,3.3,2,3,2,50.6,,
XAON,10XAON,BRENDA'S PLAYSCHOOL,3930 Bailey Avenue,"Bronx, NY 10463",10463,NYCEEC,7,8:30 AM,Full day,Yes,Yes,Contact program directly for details,Outdoor (offsite) playspace,,,100%,100%,94%,100%,7,100,2016-17 School Year,7,4,7,4,3.7,3,2015-16 School Year,4.1,3,6.3,4,6.2,4,4.1,3,2.5,3,2.5,1,4.8,3,51.5,,
XAOR,10XAOR,Kingsbridge Montessori School,2500 Jerome Avenue,"Bronx, NY 10468",10468,NYCEEC,36,8:30 AM,Full day,Yes,Yes,Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,88%,73%,81%,79%,13,37,2017-18 School Year,6.8,4,6.9,4,3.1,2,2017-18 School Year,4.2,3,5.5,4,6,4,4.1,3,2.8,3,4,3,2.7,1,50.3,,
XAOS,10XAOS,Riverdale Montessori School,5705 Mosholu Avenue,"Bronx, NY 10471",10471,NYCEEC,33,8:30 AM,Full day,Yes,Yes,Lunch / Snack(s),Outdoor (onsite) playspace,,,100%,100%,98%,100%,8,24,2017-18 School Year,6.9,4,7,4,3.2,2,2016-17 School Year,4.1,3,6.3,4,6.2,4,3.6,3,1.8,2,4.4,3,3.8,3,52.2,,
XAOT,10XAOT,Kingsbridge Heights Community Center,3101 Kingsbridge Terrace,"Bronx, NY 10463",10463,NYCEEC,36,8:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,6.7,4,6.3,4,1.9,1,2016-17 School Year,3.8,3,4.8,3,5.2,4,4,3,2.8,3,3,2,3.8,3,48.4,,
XAOU,10XAOU,MARBLE HILL NURSERY SCHOOL,5470 Broadway,"Bronx, NY 10463",10463,NYCEEC,40,9:00 AM,Full day,Yes,Yes,Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,99%,97%,100%,17,46,2015-16 School Year,6.8,4,6.7,4,3.8,3,2016-17 School Year,4.4,3,6.3,4,5.8,4,4.4,3,3.5,3,4,3,2.7,1,52.1,,
XAOW,10XAOW,Mosholu Montefiore Community Center - NORTHSIDE ANNEX,3512 Dekalb Avenue,"Bronx, NY 10467",10467,NYCEEC,74,8:30 AM,Both half day and full day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,98%,97%,94%,98%,42,62,2016-17 School Year,6.7,4,6.2,4,2.4,2,2015-16 School Year,4.7,3,4.5,3,5.2,4,4.9,3,3,3,5,4,5,4,56.3,,
XAOX,10XAOX,Child Development Center of Mosholu Montefiore CC,3450 DeKalb Avenue,"Bronx, NY 10467",10467,NYCEEC,90,8:30 AM,Half day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,99%,98%,99%,37,44,2015-16 School Year,6.1,4,5.9,3,3.6,3,2017-18 School Year,4.3,3,5,4,6,4,4.7,3,3.8,4,3,2,3.5,3,53.3,,
XAPA,10XAPA,"RIVERDALE NEIGHBORHOOD HOUSE, INC.",5521 Mosholu Avenue,"Bronx, NY 10471",10471,NYCEEC,69,8:00 AM,Full day,Contact Program,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,95%,91%,92%,98%,22,34,2017-18 School Year,6.9,4,6.9,4,1.6,1,2015-16 School Year,4.1,3,5,4,5.2,4,4.6,3,2.2,2,3.8,3,4.5,3,51.4,,
XAPB,10XAPB,Riverdale Presbyterian Church Nursery School,4765 Henry Hudson Parkway West,"Bronx, NY 10471",10471,NYCEEC,36,8:40 AM,Full day,Yes,Yes,Lunch / Snack(s),Please contact site for more information,,,,,,,,,2017-18 School Year,7,4,6.8,4,4.1,3,2015-16 School Year,4.7,3,6,4,5.8,4,4.4,3,2.6,3,4.3,3,7,4,58.8,,
XAPC,10XAPC,RIVERDALE TEMPLE NURSERY SCHOOL,4545 Independence Avenue,"Bronx, NY 10471",10471,NYCEEC,44,8:45 AM,Full day,Yes,No,Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,99%,100%,11,28,2015-16 School Year,6.3,4,5.8,3,2,2,2017-18 School Year,4.2,3,5.3,4,5.8,4,4.6,3,3,3,3.8,3,2.7,1,50.4,,
XAPD,10XAPD,Riverdale Y Early Childhood Program,5625 Arlington Avenue,"Bronx, NY 10471",10471,NYCEEC,32,8:45 AM,Full day,Yes,Yes,Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,96%,95%,93%,95%,25,81,2016-17 School Year,6.6,4,6,4,2.6,2,2015-16 School Year,5,4,6.8,4,6.8,4,4.7,3,2.8,3,4.5,3,5.8,4,61.4,,
XAPE,10XAPE,SPUYTEN DUYVIL PRESCHOOL,3041 Kingsbridge Avenue,"Bronx, NY 10463",10463,NYCEEC,40,8:40 AM,Full day,Yes,Yes,Lunch / Snack(s),Outdoor (onsite) playspace,,,94%,84%,91%,86%,34,87,2017-18 School Year,6.7,4,6.5,4,2.8,2,2017-18 School Year,2.8,1,3.8,3,4.2,3,2.8,1,1.7,2,2.4,1,2.7,1,32.4,,
XAPH,10XAPH,Round the Clock Nursery,2380 Marion Avenue,"Bronx, NY 10458",10458,NYCEEC,56,8:30 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,100%,100%,100%,100%,31,65,2017-18 School Year,6.9,4,6.9,4,2.2,2,2016-17 School Year,5,4,5.8,4,6.2,4,5.6,4,3,3,4.1,3,6.3,4,62,,
XAPI,10XAPI,Saint Dominic’s TORCH,2340 Andrews Avenue,"Bronx, NY 10468",10468,NYCEEC,26,8:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (offsite) playspace,,,100%,96%,95%,100%,13,57,2015-16 School Year,6.1,4,5.7,3,2.9,2,2017-18 School Year,3.8,3,4.5,3,4.8,3,4.5,3,2.2,2,2.9,1,4,3,44.7,,
XAPK,10XAPK,Salvation Army - Tremont,2121 Washington Avenue,"Bronx, NY 10457",10457,NYCEEC,15,9:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,6.4,4,6.2,4,2.3,2,2016-17 School Year,4.8,3,5.8,4,5.8,4,4.7,3,3.2,3,4.1,3,6.5,4,58.9,,
XAPN,10XAPN,1199 Future of America Learning Center,2500 Creston Avenue,"Bronx, NY 10468",10468,NYCEEC,60,9:30 AM,Full day,No,No,Lunch / Snack(s),Outdoor (offsite) playspace,,,95%,94%,95%,95%,54,92,2017-18 School Year,7,4,7,4,2.6,2,2016-17 School Year,5.3,4,7,4,6.6,4,5.2,4,4.7,4,4.6,3,4.7,3,64.1,,
XAQS,10XAQS,Happy Days at Riverdale,2975 Independence Avenue,"Bronx, NY 10463",10463,NYCEEC,16,8:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Please contact site for more information,,,,,,,,,2015-16 School Year,5.7,3,5.7,3,2.3,2,2016-17 School Year,3.9,3,5.3,4,3.8,3,5.2,4,1.8,2,3.6,3,3.5,3,49.1,,
XARI,10XARI,Lehman College Childcare Center,250 Bedford Park Boulevard West,"Bronx, NY 10468",10468,NYCEEC,18,9:30 AM,Full day,No,No,Lunch / Snack(s),Please contact site for more information,,,100%,100%,96%,100%,14,82,2015-16 School Year,5.3,3,4.8,2,3.4,3,2017-18 School Year,3.7,3,4.3,3,4.6,3,4.5,3,2,2,3.4,3,3.5,3,46,,
XARV,10XARV,Bronx Day Care Center Inc.,559 East Tremont Avenue,"Bronx, NY 10457",10457,NYCEEC,18,8:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,,,,,,,,2017-18 School Year,7,4,7,4,3.5,3,2015-16 School Year,4.5,3,5.5,4,5.4,4,5.1,4,2.5,3,4,3,4.5,3,55.5,,
XASH,10XASH,Tolentine Zeiser Community Life Center,2340 Andrews Avenue,"Bronx, NY 10468",10468,NYCEEC,111,8:30 AM,Full day,Contact Program,Contact Program,N/A,Indoor,,,100%,94%,92%,97%,16,15,2016-17 School Year,6.6,4,6.3,4,1.7,1,2017-18 School Year,3.4,3,4.5,3,3.6,3,3.8,3,1.7,2,3.6,3,2.8,1,41.4,,
XASN,10XASN,Lion of Judah Christian Academy (LOJCA),2336 Andrews Avenue,"Bronx, NY 10468",10468,NYCEEC,12,8:30 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Please contact site for more information,,,100%,100%,99%,100%,11,92,2017-18 School Year,6.9,4,7,4,2.6,2,2015-16 School Year,3.5,3,4.5,3,4.6,3,3.8,3,1.7,2,3.1,2,3.7,3,43.9,,
XASV,10XASV,"Bright Star Day Care at Rochambeau, Inc.",3130 Rochambeau Avenue,"Bronx, NY 10467",10467,NYCEEC,52,8:00 AM,Full day,Contact Program,Contact Program,Lunch / Snack(s),Please contact site for more information,,,100%,99%,93%,97%,28,56,2016-17 School Year,6.5,4,6.3,4,3.2,2,2015-16 School Year,3.6,3,4,3,3,2,4,3,2.3,3,3.8,3,4.3,3,45,,
XATD,10XATD,Bronx Community College Early Childhood Center,2010 Sedgwick Avenue,"Bronx, NY 10468",10468,NYCEEC,18,8:30 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,98%,100%,17,94,2015-16 School Year,6.9,4,7,4,5.8,4,2016-17 School Year,4.3,3,5,4,5.4,4,4.8,3,3.2,3,3.8,3,4,3,53.5,,
XATH,10XATH,"MARC Academy and Family Center, Inc.",2863 Webster Avenue,"Bronx, NY 10458",10458,NYCEEC,35,9:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,100%,100%,99%,100%,25,96,N/A,,,,,,,2017-18 School Year,5.5,4,6,4,5.2,4,6.2,4,3.5,3,5.4,4,7,4,65.8,,
XATN,10XATN,Miss Francine Day School II,2169 Grand Concourse,"Bronx, NY 10453",10453,NYCEEC,17,8:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Please contact site for more information,,,100%,95%,83%,95%,6,40,2017-18 School Year,7,4,6.9,4,3.1,2,2016-17 School Year,5,4,6.3,4,6,4,5.8,4,2.7,3,4.9,3,3.7,3,59.4,,
XAUP,10XAUP,St. Martin of Tours Head Start,695 East 182nd Street,"Bronx, NY 10457",10457,NYCEEC,18,8:30 AM,Full day,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,100%,100%,97%,99%,14,82,2016-17 School Year,5.6,3,5.8,3,2.8,2,2015-16 School Year,4.2,3,5.3,4,5.8,4,5.2,4,2.7,3,3.1,2,3,2,51.3,,
XAVD,10XAVD,Tender Tots Decatur,3322 Decatur Avenue,"Bronx, NY 10467",10467,NYCEEC,49,8:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,100%,96%,100%,6,13,2017-18 School Year,6.8,4,7,4,2.3,2,2016-17 School Year,4.1,3,4.8,3,5.4,4,4.6,3,2.7,3,3.4,3,3.7,3,50.7,,
XAVS,10XAVS,Bedrock Preschool,3220 Arlington Avenue,"Bronx, NY 10463",10463,NYCEEC,52,8:30 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,100%,95%,96%,99%,19,38,2017-18 School Year,6.9,4,6.9,4,2.2,2,2017-18 School Year,5.3,4,5.3,4,6.4,4,5.8,4,3.5,3,4.8,3,6.5,4,63.6,,
XAWK,10XAWK,Monsignor Boyle Head Start,3044 Hull Avenue,"Bronx, NY 10467",10467,NYCEEC,91,8:30 a.m,Full day,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,99%,95%,100%,54,64,2017-18 School Year,6.9,4,7,4,3.5,3,2015-16 School Year,3.9,3,5.8,4,5.2,4,4.2,3,3,3,3.1,2,2.8,1,48,,
XAXA,10XAXA,Reach One To Teach One,5480 Broadway,"Bronx, NY 10463",10463,NYCEEC,28,8:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,100%,97%,94%,97%,23,85,2015-16 School Year,6.2,4,6.1,4,3.1,2,2017-18 School Year,4.2,3,4.8,3,6,4,3.9,3,3.7,3,3.4,3,4.3,3,52.3,,
XAYB,10XAYB,Lil Inventors - University Avenue,75 West 190 Street,"Bronx, NY 10468",10468,NYCEEC,52,8:30 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (offsite) playspace,,,96%,91%,93%,95%,32,63,2016-17 School Year,6.5,4,6.6,4,2.3,2,2015-16 School Year,3.6,3,4.3,3,4.2,3,3.9,3,2.5,3,3.4,3,3.5,3,46.4,,
XAYE,10XAYE,Little Scholars Early Development Center,15 West 176 Street,"Bronx, NY 10453",10453,NYCEEC,64,8:30 AM,Full day,Yes,Yes,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,,100%,87%,92%,92%,9,17,2017-18 School Year,6.9,4,6.9,4,3.5,3,2015-16 School Year,4.9,3,5.3,4,6.4,4,5.5,4,2.7,3,5,4,3.7,3,58.5,,
XAZG,10XAZG,Yearling Nursery School,604 West 227 Street,"Bronx, NY 10463",10463,NYCEEC,6,8:30 AM,Full day,Yes,Yes,Lunch / Snack(s),Please contact site for more information,,,100%,100%,100%,100%,6,100,2017-18 School Year,6.8,4,6.9,4,3.9,3,2016-17 School Year,4.8,3,6.3,4,7,4,5.1,4,2.5,3,4.5,3,3.7,3,57.9,,
XAZM,10XAZM,Arcadia Children's Daycare,2195 Grand Concourse,"Bronx, NY 10453",10453,NYCEEC,42,8:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (offsite) playspace,,,100%,99%,97%,99%,33,85,2016-17 School Year,6.5,4,6.2,4,2.4,2,2017-18 School Year,4.3,3,5.3,4,6,4,5,4,2.8,3,3.5,3,3.7,3,54.6,,
